CustomerFirstName	CustomerLastName	StreetAddress	PurchaseID	PurchaseDate	PurchaseAmount
Sylvan	Espinel	0 Bellgrove Circle	15	08-01-2020	21140
Sylvan	Espinel	0 Bellgrove Circle	29	10/25/2020	24162
Sylvan	Espinel	0 Bellgrove Circle	36	12-07-2019	26865
Sylvan	Espinel	0 Bellgrove Circle	45	11/22/2019	26118
Sylvan	Espinel	0 Bellgrove Circle	72	11/27/2019	26498
Sylvan	Espinel	0 Bellgrove Circle	99	02-12-2020	23806
Sylvan	Espinel	0 Bellgrove Circle	142	6/15/2020	24200
Sylvan	Espinel	0 Bellgrove Circle	158	02-07-2020	23762
Sylvan	Espinel	0 Bellgrove Circle	190	11/29/2019	26405
Sylvan	Espinel	0 Bellgrove Circle	203	6/14/2020	25512
Sylvan	Espinel	0 Bellgrove Circle	218	11/16/2019	25094
Sylvan	Espinel	0 Bellgrove Circle	269	8/18/2020	28963
Sylvan	Espinel	0 Bellgrove Circle	297	02-05-2020	26187
Sylvan	Espinel	0 Bellgrove Circle	316	3/28/2020	25354
Sylvan	Espinel	0 Bellgrove Circle	371	2/22/2020	20326
Sylvan	Espinel	0 Bellgrove Circle	376	10/13/2020	27918
Sylvan	Espinel	0 Bellgrove Circle	401	6/29/2020	22255
Sylvan	Espinel	0 Bellgrove Circle	437	3/16/2020	24284
Sylvan	Espinel	0 Bellgrove Circle	486	11/22/2019	25272
Sylvan	Espinel	0 Bellgrove Circle	524	10-02-2020	20945
Sylvan	Espinel	0 Bellgrove Circle	537	3/31/2020	29058
Sylvan	Espinel	0 Bellgrove Circle	549	04-11-2020	24367
Sylvan	Espinel	0 Bellgrove Circle	568	5/20/2020	26601
Sylvan	Espinel	0 Bellgrove Circle	769	7/23/2020	28803
Sylvan	Espinel	0 Bellgrove Circle	805	4/18/2020	22055
Sylvan	Espinel	0 Bellgrove Circle	810	02-10-2020	25963
Sylvan	Espinel	0 Bellgrove Circle	888	06-11-2020	25382
Sylvan	Espinel	0 Bellgrove Circle	890	08-11-2020	22349
Sylvan	Espinel	0 Bellgrove Circle	903	01-04-2020	24453
Sylvan	Espinel	0 Bellgrove Circle	911	2/21/2020	20010
Sylvan	Espinel	0 Bellgrove Circle	916	05-03-2020	20608
Sylvan	Espinel	0 Bellgrove Circle	923	1/25/2020	28888
Sylvan	Espinel	0 Bellgrove Circle	934	03-11-2020	27669
Sylvan	Espinel	0 Bellgrove Circle	998	11/23/2019	27846
