CustomerFirstName	CustomerLastName	StreetAddress	PurchaseID	PurchaseDate	PurchaseAmount
Vale	Bodega	35 Fisk Alley	87	01-03-2020	21014
Vale	Bodega	35 Fisk Alley	95	12-04-2019	26677
Vale	Bodega	35 Fisk Alley	101	7/30/2020	23755
Vale	Bodega	35 Fisk Alley	119	4/27/2020	25526
Vale	Bodega	35 Fisk Alley	156	5/29/2020	20711
Vale	Bodega	35 Fisk Alley	163	12-10-2019	24831
Vale	Bodega	35 Fisk Alley	178	12-08-2019	20972
Vale	Bodega	35 Fisk Alley	238	05-07-2020	26425
Vale	Bodega	35 Fisk Alley	239	5/29/2020	27971
Vale	Bodega	35 Fisk Alley	255	6/19/2020	22788
Vale	Bodega	35 Fisk Alley	277	1/15/2020	27126
Vale	Bodega	35 Fisk Alley	284	04-04-2020	21818
Vale	Bodega	35 Fisk Alley	288	2/20/2020	20524
Vale	Bodega	35 Fisk Alley	318	12/14/2019	26975
Vale	Bodega	35 Fisk Alley	369	9/16/2020	24144
Vale	Bodega	35 Fisk Alley	402	1/14/2020	28405
Vale	Bodega	35 Fisk Alley	454	4/21/2020	20606
Vale	Bodega	35 Fisk Alley	496	11/29/2019	91
Vale	Bodega	35 Fisk Alley	505	01-02-2020	23008
Vale	Bodega	35 Fisk Alley	523	12-12-2019	29502
Vale	Bodega	35 Fisk Alley	526	11-04-2020	23441
Vale	Bodega	35 Fisk Alley	543	05-07-2020	27109
Vale	Bodega	35 Fisk Alley	575	1/31/2020	28770
Vale	Bodega	35 Fisk Alley	577	5/23/2020	21341
Vale	Bodega	35 Fisk Alley	590	07-05-2020	20468
Vale	Bodega	35 Fisk Alley	622	4/14/2020	28901
Vale	Bodega	35 Fisk Alley	629	8/17/2020	21170
Vale	Bodega	35 Fisk Alley	632	4/27/2020	20638
Vale	Bodega	35 Fisk Alley	682	5/13/2020	26974
Vale	Bodega	35 Fisk Alley	752	03-05-2020	20509
Vale	Bodega	35 Fisk Alley	759	06-12-2020	29019
Vale	Bodega	35 Fisk Alley	778	01-11-2020	29972
Vale	Bodega	35 Fisk Alley	782	07-09-2020	28397
Vale	Bodega	35 Fisk Alley	804	01-12-2020	25413
Vale	Bodega	35 Fisk Alley	883	06-07-2020	24349
Vale	Bodega	35 Fisk Alley	885	10/19/2020	27740
Vale	Bodega	35 Fisk Alley	897	10/31/2020	28638
Vale	Bodega	35 Fisk Alley	953	1/24/2020	29771
Vale	Bodega	35 Fisk Alley	976	01-06-2020	25073
