CustomerFirstName	CustomerLastName	StreetAddress	PurchaseID	PurchaseDate	PurchaseAmount
Glenn	Leport	8 Tomscot Place	25	11/30/2019	20636
Glenn	Leport	8 Tomscot Place	64	1/24/2020	25360
Glenn	Leport	8 Tomscot Place	122	2/19/2020	24840
Glenn	Leport	8 Tomscot Place	145	10/15/2020	27543
Glenn	Leport	8 Tomscot Place	175	8/29/2020	25663
Glenn	Leport	8 Tomscot Place	181	9/30/2020	27071
Glenn	Leport	8 Tomscot Place	191	12/14/2019	29852
Glenn	Leport	8 Tomscot Place	339	05-03-2020	23440
Glenn	Leport	8 Tomscot Place	341	11-10-2020	20613
Glenn	Leport	8 Tomscot Place	350	1/14/2020	25139
Glenn	Leport	8 Tomscot Place	384	1/17/2020	21528
Glenn	Leport	8 Tomscot Place	391	10/16/2020	25582
Glenn	Leport	8 Tomscot Place	417	11/24/2019	28450
Glenn	Leport	8 Tomscot Place	422	12-12-2019	24893
Glenn	Leport	8 Tomscot Place	427	05-10-2020	24492
Glenn	Leport	8 Tomscot Place	483	9/26/2020	27529
Glenn	Leport	8 Tomscot Place	493	4/26/2020	23328
Glenn	Leport	8 Tomscot Place	609	6/16/2020	20601
Glenn	Leport	8 Tomscot Place	611	02-04-2020	20357
Glenn	Leport	8 Tomscot Place	668	2/17/2020	22039
Glenn	Leport	8 Tomscot Place	687	09-04-2020	22942
Glenn	Leport	8 Tomscot Place	699	6/14/2020	22830
Glenn	Leport	8 Tomscot Place	736	12/30/2019	25065
Glenn	Leport	8 Tomscot Place	862	4/15/2020	21915
Glenn	Leport	8 Tomscot Place	878	12/15/2019	28690
Glenn	Leport	8 Tomscot Place	898	7/28/2020	23431
Glenn	Leport	8 Tomscot Place	933	10/23/2020	21194
