CustomerFirstName	CustomerLastName	StreetAddress	PurchaseID	PurchaseDate	PurchaseAmount
Mikel	Rankling	2901 American Ash Road	22	04-11-2020	26179
Mikel	Rankling	2901 American Ash Road	60	01-03-2020	28155
Mikel	Rankling	2901 American Ash Road	67	12/29/2019	22213
Mikel	Rankling	2901 American Ash Road	104	06-04-2020	26938
Mikel	Rankling	2901 American Ash Road	107	02-10-2020	25151
Mikel	Rankling	2901 American Ash Road	121	11-12-2020	28390
Mikel	Rankling	2901 American Ash Road	143	10/29/2020	20556
Mikel	Rankling	2901 American Ash Road	177	09-02-2020	23514
Mikel	Rankling	2901 American Ash Road	179	07-12-2020	27273
Mikel	Rankling	2901 American Ash Road	267	10/31/2020	20469
Mikel	Rankling	2901 American Ash Road	340	11-08-2020	24763
Mikel	Rankling	2901 American Ash Road	359	11-08-2020	22213
Mikel	Rankling	2901 American Ash Road	379	3/26/2020	26207
Mikel	Rankling	2901 American Ash Road	436	8/19/2020	29342
Mikel	Rankling	2901 American Ash Road	474	06-06-2020	21471
Mikel	Rankling	2901 American Ash Road	538	03-01-2020	23862
Mikel	Rankling	2901 American Ash Road	542	9/22/2020	27963
Mikel	Rankling	2901 American Ash Road	554	12/14/2019	28897
Mikel	Rankling	2901 American Ash Road	598	04-09-2020	20872
Mikel	Rankling	2901 American Ash Road	608	05-12-2020	21255
Mikel	Rankling	2901 American Ash Road	658	9/29/2020	24760
Mikel	Rankling	2901 American Ash Road	719	4/14/2020	21794
Mikel	Rankling	2901 American Ash Road	771	02-03-2020	29888
Mikel	Rankling	2901 American Ash Road	811	02-08-2020	20546
Mikel	Rankling	2901 American Ash Road	859	09-07-2020	26229
Mikel	Rankling	2901 American Ash Road	865	6/15/2020	29858
Mikel	Rankling	2901 American Ash Road	899	7/25/2020	29865
Mikel	Rankling	2901 American Ash Road	904	7/29/2020	22284
Mikel	Rankling	2901 American Ash Road	940	1/19/2020	22662
Mikel	Rankling	2901 American Ash Road	986	2/24/2020	27647
Mikel	Rankling	2901 American Ash Road	987	8/26/2020	28643
Nevins	Taplin	2378 Corben Hill	59	4/22/2020	23954
Nevins	Taplin	2378 Corben Hill	97	4/30/2020	29810
Nevins	Taplin	2378 Corben Hill	100	06-01-2020	25443
Nevins	Taplin	2378 Corben Hill	105	8/22/2020	24110
Nevins	Taplin	2378 Corben Hill	149	01-08-2020	25006
Nevins	Taplin	2378 Corben Hill	154	6/24/2020	27159
Nevins	Taplin	2378 Corben Hill	198	07-11-2020	29390
Nevins	Taplin	2378 Corben Hill	287	9/14/2020	27398
Nevins	Taplin	2378 Corben Hill	308	07-01-2020	20356
Nevins	Taplin	2378 Corben Hill	332	10/30/2020	20857
Nevins	Taplin	2378 Corben Hill	373	02-11-2020	27405
Nevins	Taplin	2378 Corben Hill	375	4/13/2020	22666
Nevins	Taplin	2378 Corben Hill	383	10/17/2020	20449
Nevins	Taplin	2378 Corben Hill	387	01-08-2020	27454
Nevins	Taplin	2378 Corben Hill	395	11/22/2019	23199
Nevins	Taplin	2378 Corben Hill	430	5/22/2020	21966
Nevins	Taplin	2378 Corben Hill	459	5/19/2020	23492
Nevins	Taplin	2378 Corben Hill	466	03-06-2020	29615
Nevins	Taplin	2378 Corben Hill	492	3/25/2020	28465
Nevins	Taplin	2378 Corben Hill	500	1/29/2020	21868
Nevins	Taplin	2378 Corben Hill	509	03-11-2020	22891
Nevins	Taplin	2378 Corben Hill	513	05-04-2020	21264
Nevins	Taplin	2378 Corben Hill	657	11/14/2020	23320
Nevins	Taplin	2378 Corben Hill	662	5/31/2020	22300
Nevins	Taplin	2378 Corben Hill	693	09-03-2020	24987
Nevins	Taplin	2378 Corben Hill	701	10/25/2020	25620
Nevins	Taplin	2378 Corben Hill	716	9/21/2020	22329
Nevins	Taplin	2378 Corben Hill	735	8/13/2020	22011
Nevins	Taplin	2378 Corben Hill	766	4/15/2020	28291
Nevins	Taplin	2378 Corben Hill	855	03-01-2020	22454
Nevins	Taplin	2378 Corben Hill	921	03-03-2020	27195
Nevins	Taplin	2378 Corben Hill	929	06-09-2020	25350
Nevins	Taplin	2378 Corben Hill	942	11-06-2020	27953
Nevins	Taplin	2378 Corben Hill	966	11-05-2020	25896
Nevins	Taplin	2378 Corben Hill	969	2/26/2020	22143
Nevins	Taplin	2378 Corben Hill	971	08-02-2020	23524
Nevins	Taplin	2378 Corben Hill	978	12/19/2019	23396
