CustomerFirstName,CustomerLastName,StreetAddress,PurchaseID,PurchaseDate,PurchaseAmount
Hagen,Maris,7864 Hoepker Crossing,33,09-07-2020,23704
Hagen,Maris,7864 Hoepker Crossing,61,05-06-2020,25063
Hagen,Maris,7864 Hoepker Crossing,63,7/13/2020,22143
Hagen,Maris,7864 Hoepker Crossing,71,5/27/2020,24699
Hagen,Maris,7864 Hoepker Crossing,74,4/17/2020,28627
Hagen,Maris,7864 Hoepker Crossing,84,4/22/2020,25851
Hagen,Maris,7864 Hoepker Crossing,113,7/21/2020,26664
Hagen,Maris,7864 Hoepker Crossing,127,04-10-2020,22378
Hagen,Maris,7864 Hoepker Crossing,146,10-10-2020,23659
Hagen,Maris,7864 Hoepker Crossing,187,09-10-2020,29449
Hagen,Maris,7864 Hoepker Crossing,230,11/24/2019,20457
Hagen,Maris,7864 Hoepker Crossing,234,7/20/2020,28624
Hagen,Maris,7864 Hoepker Crossing,246,3/22/2020,23153
Hagen,Maris,7864 Hoepker Crossing,272,11/27/2019,27312
Hagen,Maris,7864 Hoepker Crossing,331,01-09-2020,28488
Hagen,Maris,7864 Hoepker Crossing,347,1/18/2020,25284
Hagen,Maris,7864 Hoepker Crossing,405,05-02-2020,29966
Hagen,Maris,7864 Hoepker Crossing,418,06-08-2020,28483
Hagen,Maris,7864 Hoepker Crossing,421,07-04-2020,27430
Hagen,Maris,7864 Hoepker Crossing,434,03-12-2020,23791
Hagen,Maris,7864 Hoepker Crossing,545,4/25/2020,28500
Hagen,Maris,7864 Hoepker Crossing,572,1/15/2020,26520
Hagen,Maris,7864 Hoepker Crossing,604,5/29/2020,28543
Hagen,Maris,7864 Hoepker Crossing,651,7/26/2020,29718
Hagen,Maris,7864 Hoepker Crossing,685,3/21/2020,22603
Hagen,Maris,7864 Hoepker Crossing,720,8/13/2020,28537
Hagen,Maris,7864 Hoepker Crossing,788,7/14/2020,20436
Hagen,Maris,7864 Hoepker Crossing,794,09-04-2020,21942
Hagen,Maris,7864 Hoepker Crossing,798,11-11-2020,29132
Hagen,Maris,7864 Hoepker Crossing,814,04-01-2020,24751
Hagen,Maris,7864 Hoepker Crossing,873,12-07-2019,29371
Hagen,Maris,7864 Hoepker Crossing,876,1/23/2020,22433
Hagen,Maris,7864 Hoepker Crossing,894,7/23/2020,26792
Hagen,Maris,7864 Hoepker Crossing,993,03-08-2020,24550
Hagen,Maris,7864 Hoepker Crossing,995,10-03-2020,29820
