CustomerFirstName,CustomerLastName,StreetAddress,PurchaseID,PurchaseDate,PurchaseAmount
Gibbie,Purcell,875 Harper Plaza,3,6/18/2020,22763
Gibbie,Purcell,875 Harper Plaza,70,04-03-2020,26970
Gibbie,Purcell,875 Harper Plaza,77,12/28/2019,27632
Gibbie,Purcell,875 Harper Plaza,86,12-05-2019,27064
Gibbie,Purcell,875 Harper Plaza,98,12/31/2019,27118
Gibbie,Purcell,875 Harper Plaza,125,07-12-2020,21202
Gibbie,Purcell,875 Harper Plaza,140,8/31/2020,25669
Gibbie,Purcell,875 Harper Plaza,168,6/16/2020,20083
Gibbie,Purcell,875 Harper Plaza,200,3/16/2020,22664
Gibbie,Purcell,875 Harper Plaza,201,4/28/2020,26583
Gibbie,Purcell,875 Harper Plaza,258,02-05-2020,23816
Gibbie,Purcell,875 Harper Plaza,270,07-05-2020,25561
Gibbie,Purcell,875 Harper Plaza,279,1/26/2020,20644
Gibbie,Purcell,875 Harper Plaza,289,01-05-2020,25086
Gibbie,Purcell,875 Harper Plaza,309,8/26/2020,28580
Gibbie,Purcell,875 Harper Plaza,323,8/13/2020,26478
Gibbie,Purcell,875 Harper Plaza,392,6/13/2020,28062
Gibbie,Purcell,875 Harper Plaza,420,09-11-2020,26337
Gibbie,Purcell,875 Harper Plaza,470,6/16/2020,23146
Gibbie,Purcell,875 Harper Plaza,479,10-03-2020,28420
Gibbie,Purcell,875 Harper Plaza,507,09-09-2020,27589
Gibbie,Purcell,875 Harper Plaza,544,5/28/2020,24155
Gibbie,Purcell,875 Harper Plaza,612,11/18/2019,22842
Gibbie,Purcell,875 Harper Plaza,642,10/21/2020,21211
Gibbie,Purcell,875 Harper Plaza,644,12/25/2019,25078
Gibbie,Purcell,875 Harper Plaza,674,1/24/2020,21495
Gibbie,Purcell,875 Harper Plaza,675,07-05-2020,20462
Gibbie,Purcell,875 Harper Plaza,762,09-02-2020,28947
Gibbie,Purcell,875 Harper Plaza,768,03-07-2020,21330
Gibbie,Purcell,875 Harper Plaza,824,12/13/2019,28619
Gibbie,Purcell,875 Harper Plaza,841,3/25/2020,25416
Gibbie,Purcell,875 Harper Plaza,851,11-10-2020,27143
Gibbie,Purcell,875 Harper Plaza,909,8/30/2020,24617
Gibbie,Purcell,875 Harper Plaza,917,4/13/2020,26273
Gibbie,Purcell,875 Harper Plaza,922,6/16/2020,21211
Gibbie,Purcell,875 Harper Plaza,974,4/14/2020,21758
Gibbie,Purcell,875 Harper Plaza,982,09-07-2020,27489
