CustomerFirstName,CustomerLastName,StreetAddress,PurchaseID,PurchaseDate,PurchaseAmount
Odell,Wakley,52 Orin Avenue,19,10-11-2020,26465
Odell,Wakley,52 Orin Avenue,42,10/23/2020,29703
Odell,Wakley,52 Orin Avenue,47,10/22/2020,29528
Odell,Wakley,52 Orin Avenue,76,11-12-2020,24647
Odell,Wakley,52 Orin Avenue,112,7/20/2020,21973
Odell,Wakley,52 Orin Avenue,134,6/29/2020,23351
Odell,Wakley,52 Orin Avenue,153,06-08-2020,29551
Odell,Wakley,52 Orin Avenue,161,06-11-2020,20527
Odell,Wakley,52 Orin Avenue,208,08-09-2020,23292
Odell,Wakley,52 Orin Avenue,224,11/20/2019,29391
Odell,Wakley,52 Orin Avenue,235,01-11-2020,22874
Odell,Wakley,52 Orin Avenue,357,9/19/2020,22774
Odell,Wakley,52 Orin Avenue,368,3/19/2020,20269
Odell,Wakley,52 Orin Avenue,403,10/27/2020,22250
Odell,Wakley,52 Orin Avenue,440,5/28/2020,25083
Odell,Wakley,52 Orin Avenue,512,6/17/2020,20382
Odell,Wakley,52 Orin Avenue,515,11/24/2019,24694
Odell,Wakley,52 Orin Avenue,517,6/22/2020,21538
Odell,Wakley,52 Orin Avenue,541,2/19/2020,26599
Odell,Wakley,52 Orin Avenue,547,11/13/2020,28120
Odell,Wakley,52 Orin Avenue,561,9/14/2020,20528
Odell,Wakley,52 Orin Avenue,585,06-07-2020,28394
Odell,Wakley,52 Orin Avenue,588,8/28/2020,21786
Odell,Wakley,52 Orin Avenue,599,5/24/2020,22872
Odell,Wakley,52 Orin Avenue,602,12-01-2019,22367
Odell,Wakley,52 Orin Avenue,667,6/29/2020,25233
Odell,Wakley,52 Orin Avenue,698,2/21/2020,28480
Odell,Wakley,52 Orin Avenue,730,1/30/2020,24329
Odell,Wakley,52 Orin Avenue,777,10-01-2020,28902
Odell,Wakley,52 Orin Avenue,817,1/27/2020,24235
Odell,Wakley,52 Orin Avenue,823,6/18/2020,20388
Odell,Wakley,52 Orin Avenue,845,12/29/2019,25437
Odell,Wakley,52 Orin Avenue,875,01-12-2020,22602
Odell,Wakley,52 Orin Avenue,895,12/27/2019,21888
Odell,Wakley,52 Orin Avenue,905,06-09-2020,21423
Odell,Wakley,52 Orin Avenue,938,09-04-2020,26400
Odell,Wakley,52 Orin Avenue,947,02-07-2020,28760
Odell,Wakley,52 Orin Avenue,984,3/24/2020,24387
