CustomerFirstName,CustomerLastName,StreetAddress,PurchaseID,PurchaseDate,PurchaseAmount
Nial,Rentcome,08928 Sunfield Plaza,14,04-06-2020,25585
Nial,Rentcome,08928 Sunfield Plaza,35,7/26/2020,29344
Nial,Rentcome,08928 Sunfield Plaza,44,12-02-2019,24686
Nial,Rentcome,08928 Sunfield Plaza,103,6/20/2020,29284
Nial,Rentcome,08928 Sunfield Plaza,114,12/14/2019,24102
Nial,Rentcome,08928 Sunfield Plaza,133,2/15/2020,29874
Nial,Rentcome,08928 Sunfield Plaza,139,02-05-2020,20300
Nial,Rentcome,08928 Sunfield Plaza,157,11/16/2019,20396
Nial,Rentcome,08928 Sunfield Plaza,299,6/21/2020,20281
Nial,Rentcome,08928 Sunfield Plaza,362,7/21/2020,21796
Nial,Rentcome,08928 Sunfield Plaza,370,7/30/2020,23953
Nial,Rentcome,08928 Sunfield Plaza,424,3/20/2020,21403
Nial,Rentcome,08928 Sunfield Plaza,448,04-01-2020,25829
Nial,Rentcome,08928 Sunfield Plaza,455,12/14/2019,20697
Nial,Rentcome,08928 Sunfield Plaza,464,12/26/2019,24098
Nial,Rentcome,08928 Sunfield Plaza,495,3/19/2020,24045
Nial,Rentcome,08928 Sunfield Plaza,506,2/18/2020,26292
Nial,Rentcome,08928 Sunfield Plaza,548,6/30/2020,23182
Nial,Rentcome,08928 Sunfield Plaza,607,6/25/2020,21754
Nial,Rentcome,08928 Sunfield Plaza,610,2/22/2020,26672
Nial,Rentcome,08928 Sunfield Plaza,676,3/27/2020,26532
Nial,Rentcome,08928 Sunfield Plaza,683,10/22/2020,28669
Nial,Rentcome,08928 Sunfield Plaza,751,02-08-2020,20724
Nial,Rentcome,08928 Sunfield Plaza,754,02-03-2020,23737
Nial,Rentcome,08928 Sunfield Plaza,765,4/22/2020,21964
Nial,Rentcome,08928 Sunfield Plaza,789,12-12-2019,26455
Nial,Rentcome,08928 Sunfield Plaza,797,07-09-2020,22742
Nial,Rentcome,08928 Sunfield Plaza,863,06-11-2020,27424
Nial,Rentcome,08928 Sunfield Plaza,869,8/29/2020,27899
Nial,Rentcome,08928 Sunfield Plaza,901,5/26/2020,25506
Nial,Rentcome,08928 Sunfield Plaza,925,09-09-2020,29703
Nial,Rentcome,08928 Sunfield Plaza,944,11-09-2020,26384
Nial,Rentcome,08928 Sunfield Plaza,985,7/30/2020,25942
Shelton,Yansons,95 Grim Park,"","",""
