CustomerFirstName,CustomerLastName,StreetAddress,PurchaseID,PurchaseDate,PurchaseAmount
Rube,Moralee,29 Spenser Hill,10,11-09-2020,29969
Rube,Moralee,29 Spenser Hill,66,3/26/2020,26336
Rube,Moralee,29 Spenser Hill,73,06-05-2020,27045
Rube,Moralee,29 Spenser Hill,79,10-11-2020,23786
Rube,Moralee,29 Spenser Hill,90,09-07-2020,29272
Rube,Moralee,29 Spenser Hill,116,11/16/2019,24412
Rube,Moralee,29 Spenser Hill,128,04-10-2020,27379
Rube,Moralee,29 Spenser Hill,167,06-01-2020,27299
Rube,Moralee,29 Spenser Hill,171,7/23/2020,24134
Rube,Moralee,29 Spenser Hill,204,06-06-2020,20446
Rube,Moralee,29 Spenser Hill,216,04-10-2020,21771
Rube,Moralee,29 Spenser Hill,222,7/18/2020,29741
Rube,Moralee,29 Spenser Hill,274,6/24/2020,23302
Rube,Moralee,29 Spenser Hill,294,4/17/2020,21608
Rube,Moralee,29 Spenser Hill,300,11/16/2019,29947
Rube,Moralee,29 Spenser Hill,333,3/28/2020,26066
Rube,Moralee,29 Spenser Hill,345,01-11-2020,20471
Rube,Moralee,29 Spenser Hill,351,08-07-2020,23962
Rube,Moralee,29 Spenser Hill,423,8/31/2020,24975
Rube,Moralee,29 Spenser Hill,441,6/20/2020,27544
Rube,Moralee,29 Spenser Hill,510,9/15/2020,25006
Rube,Moralee,29 Spenser Hill,518,2/27/2020,28708
Rube,Moralee,29 Spenser Hill,531,3/29/2020,28207
Rube,Moralee,29 Spenser Hill,593,11/24/2019,26381
Rube,Moralee,29 Spenser Hill,631,09-01-2020,20290
Rube,Moralee,29 Spenser Hill,670,05-09-2020,26984
Rube,Moralee,29 Spenser Hill,712,09-07-2020,25633
Rube,Moralee,29 Spenser Hill,718,2/22/2020,22582
Rube,Moralee,29 Spenser Hill,791,12-01-2019,24781
Rube,Moralee,29 Spenser Hill,908,4/22/2020,23925
Rube,Moralee,29 Spenser Hill,975,02-08-2020,23201
