CustomerFirstName,CustomerLastName,StreetAddress,PurchaseID,PurchaseDate,PurchaseAmount
Martainn,Couch,167 Calypso Terrace,13,07-05-2020,25937
Martainn,Couch,167 Calypso Terrace,39,9/26/2020,23056
Martainn,Couch,167 Calypso Terrace,56,02-05-2020,20298
Martainn,Couch,167 Calypso Terrace,130,07-09-2020,23487
Martainn,Couch,167 Calypso Terrace,152,2/24/2020,20270
Martainn,Couch,167 Calypso Terrace,180,06-08-2020,29361
Martainn,Couch,167 Calypso Terrace,202,11-04-2020,28024
Martainn,Couch,167 Calypso Terrace,241,8/19/2020,26955
Martainn,Couch,167 Calypso Terrace,242,5/14/2020,27717
Martainn,Couch,167 Calypso Terrace,253,05-12-2020,20081
Martainn,Couch,167 Calypso Terrace,280,1/23/2020,21664
Martainn,Couch,167 Calypso Terrace,304,2/17/2020,20753
Martainn,Couch,167 Calypso Terrace,313,12-08-2019,23654
Martainn,Couch,167 Calypso Terrace,322,11-10-2020,26759
Martainn,Couch,167 Calypso Terrace,328,04-12-2020,29184
Martainn,Couch,167 Calypso Terrace,348,8/25/2020,27800
Martainn,Couch,167 Calypso Terrace,382,11/26/2019,22292
Martainn,Couch,167 Calypso Terrace,398,8/24/2020,24918
Martainn,Couch,167 Calypso Terrace,413,5/15/2020,27261
Martainn,Couch,167 Calypso Terrace,425,2/15/2020,29640
Martainn,Couch,167 Calypso Terrace,442,04-02-2020,27472
Martainn,Couch,167 Calypso Terrace,463,9/25/2020,21040
Martainn,Couch,167 Calypso Terrace,501,4/21/2020,26102
Martainn,Couch,167 Calypso Terrace,533,7/28/2020,24039
Martainn,Couch,167 Calypso Terrace,536,03-05-2020,23049
Martainn,Couch,167 Calypso Terrace,628,04-01-2020,25839
Martainn,Couch,167 Calypso Terrace,645,2/28/2020,27538
Martainn,Couch,167 Calypso Terrace,648,09-07-2020,23743
Martainn,Couch,167 Calypso Terrace,664,05-07-2020,26803
Martainn,Couch,167 Calypso Terrace,688,3/24/2020,24563
Martainn,Couch,167 Calypso Terrace,721,06-10-2020,21353
Martainn,Couch,167 Calypso Terrace,741,5/21/2020,28545
Martainn,Couch,167 Calypso Terrace,755,10/25/2020,29504
Martainn,Couch,167 Calypso Terrace,799,6/24/2020,25216
Martainn,Couch,167 Calypso Terrace,808,12/22/2019,22312
Martainn,Couch,167 Calypso Terrace,815,04-03-2020,21931
Martainn,Couch,167 Calypso Terrace,844,11/29/2019,23444
Martainn,Couch,167 Calypso Terrace,896,03-04-2020,25075
Martainn,Couch,167 Calypso Terrace,914,11/26/2019,27775
Martainn,Couch,167 Calypso Terrace,941,6/23/2020,22491
Martainn,Couch,167 Calypso Terrace,968,05-12-2020,29812
