CustomerFirstName,CustomerLastName,StreetAddress,PurchaseID,PurchaseDate,PurchaseAmount
Gerrie,Barr,477 Havey Hill,123,11/16/2019,27311
Gerrie,Barr,477 Havey Hill,236,9/15/2020,22054
Gerrie,Barr,477 Havey Hill,259,3/24/2020,22829
Gerrie,Barr,477 Havey Hill,260,7/20/2020,28188
Gerrie,Barr,477 Havey Hill,317,4/29/2020,25567
Gerrie,Barr,477 Havey Hill,334,02-03-2020,27454
Gerrie,Barr,477 Havey Hill,367,1/17/2020,28399
Gerrie,Barr,477 Havey Hill,386,01-06-2020,29136
Gerrie,Barr,477 Havey Hill,408,2/18/2020,26367
Gerrie,Barr,477 Havey Hill,462,4/25/2020,21510
Gerrie,Barr,477 Havey Hill,535,9/23/2020,23291
Gerrie,Barr,477 Havey Hill,546,05-01-2020,29020
Gerrie,Barr,477 Havey Hill,606,09-01-2020,24311
Gerrie,Barr,477 Havey Hill,700,04-05-2020,24157
Gerrie,Barr,477 Havey Hill,702,10-01-2020,23538
Gerrie,Barr,477 Havey Hill,717,04-02-2020,25724
Gerrie,Barr,477 Havey Hill,773,6/22/2020,26037
Gerrie,Barr,477 Havey Hill,816,7/26/2020,25458
Gerrie,Barr,477 Havey Hill,821,08-11-2020,27553
Gerrie,Barr,477 Havey Hill,826,3/15/2020,26347
Gerrie,Barr,477 Havey Hill,835,3/24/2020,26925
Gerrie,Barr,477 Havey Hill,848,2/20/2020,22936
Gerrie,Barr,477 Havey Hill,856,04-03-2020,24084
Gerrie,Barr,477 Havey Hill,870,05-06-2020,29141
Gerrie,Barr,477 Havey Hill,907,2/18/2020,27563
Gerrie,Barr,477 Havey Hill,913,10/25/2020,26144
Gerrie,Barr,477 Havey Hill,926,08-03-2020,26241
Gerrie,Barr,477 Havey Hill,932,12/26/2019,24722
Gerrie,Barr,477 Havey Hill,963,12/30/2019,26247
