CustomerFirstName|CustomerLastName|StreetAddress|PurchaseID|PurchaseDate|PurchaseAmount
Franklin|Skouling|65288 Anniversary Street|9|9/14/2020|26720
Franklin|Skouling|65288 Anniversary Street|23|7/21/2020|26424
Franklin|Skouling|65288 Anniversary Street|151|5/20/2020|24297
Franklin|Skouling|65288 Anniversary Street|174|11-01-2020|20748
Franklin|Skouling|65288 Anniversary Street|193|11-08-2020|25125
Franklin|Skouling|65288 Anniversary Street|245|7/30/2020|24056
Franklin|Skouling|65288 Anniversary Street|380|3/24/2020|25769
Franklin|Skouling|65288 Anniversary Street|435|1/19/2020|20509
Franklin|Skouling|65288 Anniversary Street|519|12/19/2019|26525
Franklin|Skouling|65288 Anniversary Street|527|1/24/2020|25520
Franklin|Skouling|65288 Anniversary Street|534|01-02-2020|24436
Franklin|Skouling|65288 Anniversary Street|560|5/15/2020|25375
Franklin|Skouling|65288 Anniversary Street|641|4/15/2020|24143
Franklin|Skouling|65288 Anniversary Street|660|3/19/2020|23098
Franklin|Skouling|65288 Anniversary Street|665|8/24/2020|28739
Franklin|Skouling|65288 Anniversary Street|696|5/19/2020|25483
Franklin|Skouling|65288 Anniversary Street|758|04-10-2020|27185
Franklin|Skouling|65288 Anniversary Street|819|01-01-2020|24872
Franklin|Skouling|65288 Anniversary Street|822|11/19/2019|28361
Franklin|Skouling|65288 Anniversary Street|831|6/16/2020|24391
Franklin|Skouling|65288 Anniversary Street|853|2/27/2020|27886
Franklin|Skouling|65288 Anniversary Street|860|3/15/2020|23665
Franklin|Skouling|65288 Anniversary Street|949|08-07-2020|24976
