CustomerFirstName|CustomerLastName|StreetAddress|PurchaseID|PurchaseDate|PurchaseAmount
Timothy|Southon|79507 Scott Court|1|09-04-2020|28238
Timothy|Southon|79507 Scott Court|78|6/28/2020|20464
Timothy|Southon|79507 Scott Court|83|3/19/2020|23875
Timothy|Southon|79507 Scott Court|85|8/13/2020|26844
Timothy|Southon|79507 Scott Court|131|2/13/2020|26922
Timothy|Southon|79507 Scott Court|189|4/21/2020|29175
Timothy|Southon|79507 Scott Court|232|2/16/2020|21709
Timothy|Southon|79507 Scott Court|240|4/20/2020|26211
Timothy|Southon|79507 Scott Court|256|6/13/2020|25896
Timothy|Southon|79507 Scott Court|292|07-04-2020|23898
Timothy|Southon|79507 Scott Court|412|09-10-2020|27130
Timothy|Southon|79507 Scott Court|477|3/21/2020|25107
Timothy|Southon|79507 Scott Court|481|8/21/2020|27878
Timothy|Southon|79507 Scott Court|525|2/15/2020|28860
Timothy|Southon|79507 Scott Court|539|4/26/2020|20428
Timothy|Southon|79507 Scott Court|570|04-09-2020|27515
Timothy|Southon|79507 Scott Court|574|12/24/2019|29381
Timothy|Southon|79507 Scott Court|615|2/20/2020|27729
Timothy|Southon|79507 Scott Court|636|05-12-2020|25530
Timothy|Southon|79507 Scott Court|705|7/14/2020|21061
Timothy|Southon|79507 Scott Court|707|09-07-2020|22739
Timothy|Southon|79507 Scott Court|740|11/21/2019|28364
Timothy|Southon|79507 Scott Court|760|9/13/2020|23012
Timothy|Southon|79507 Scott Court|803|11-07-2020|26644
Timothy|Southon|79507 Scott Court|843|8/13/2020|27226
Timothy|Southon|79507 Scott Court|936|10/30/2020|21032
