CustomerFirstName|CustomerLastName|StreetAddress|PurchaseID|PurchaseDate|PurchaseAmount
Robert|Stout|6340 Chive Park|32|02-04-2020|23459
Robert|Stout|6340 Chive Park|37|10/20/2020|28732
Robert|Stout|6340 Chive Park|75|8/23/2020|24106
Robert|Stout|6340 Chive Park|111|12/31/2019|22537
Robert|Stout|6340 Chive Park|164|10-12-2020|23583
Robert|Stout|6340 Chive Park|188|5/28/2020|22615
Robert|Stout|6340 Chive Park|195|04-04-2020|27396
Robert|Stout|6340 Chive Park|197|3/28/2020|20610
Robert|Stout|6340 Chive Park|283|03-04-2020|22469
Robert|Stout|6340 Chive Park|302|8/17/2020|21780
Robert|Stout|6340 Chive Park|407|05-11-2020|20143
Robert|Stout|6340 Chive Park|428|1/15/2020|21955
Robert|Stout|6340 Chive Park|444|9/19/2020|27564
Robert|Stout|6340 Chive Park|456|03-08-2020|169
Robert|Stout|6340 Chive Park|468|5/14/2020|24628
Robert|Stout|6340 Chive Park|471|11-02-2020|27345
Robert|Stout|6340 Chive Park|532|08-02-2020|26863
Robert|Stout|6340 Chive Park|582|03-03-2020|23361
Robert|Stout|6340 Chive Park|621|12/18/2019|29045
Robert|Stout|6340 Chive Park|649|12/18/2019|21885
Robert|Stout|6340 Chive Park|654|5/19/2020|21083
Robert|Stout|6340 Chive Park|673|07-08-2020|25631
Robert|Stout|6340 Chive Park|708|06-02-2020|23052
Robert|Stout|6340 Chive Park|714|1/29/2020|24038
Robert|Stout|6340 Chive Park|725|04-08-2020|21502
Robert|Stout|6340 Chive Park|739|01-12-2020|23492
Robert|Stout|6340 Chive Park|770|12/29/2019|28876
Robert|Stout|6340 Chive Park|786|06-02-2020|29696
Robert|Stout|6340 Chive Park|796|4/20/2020|25864
Robert|Stout|6340 Chive Park|840|3/24/2020|23986
Robert|Stout|6340 Chive Park|884|05-01-2020|20152
Robert|Stout|6340 Chive Park|900|4/21/2020|26088
Robert|Stout|6340 Chive Park|951|4/24/2020|22515
Robert|Stout|6340 Chive Park|973|3/18/2020|25917
Robert|Stout|6340 Chive Park|980|11-03-2020|22255
