CustomerFirstName|CustomerLastName|StreetAddress|PurchaseID|PurchaseDate|PurchaseAmount
Had|Maffioletti|19 Dryden Hill|50|8/30/2020|26780
Had|Maffioletti|19 Dryden Hill|80|5/30/2020|21797
Had|Maffioletti|19 Dryden Hill|183|12/22/2019|25564
Had|Maffioletti|19 Dryden Hill|225|6/20/2020|29786
Had|Maffioletti|19 Dryden Hill|271|4/17/2020|23714
Had|Maffioletti|19 Dryden Hill|291|1/28/2020|20873
Had|Maffioletti|19 Dryden Hill|310|06-02-2020|22734
Had|Maffioletti|19 Dryden Hill|320|7/23/2020|21882
Had|Maffioletti|19 Dryden Hill|324|12/25/2019|27448
Had|Maffioletti|19 Dryden Hill|325|09-09-2020|21802
Had|Maffioletti|19 Dryden Hill|346|12/14/2019|26768
Had|Maffioletti|19 Dryden Hill|352|06-03-2020|28923
Had|Maffioletti|19 Dryden Hill|355|12/29/2019|24596
Had|Maffioletti|19 Dryden Hill|364|02-10-2020|20932
Had|Maffioletti|19 Dryden Hill|374|6/28/2020|28501
Had|Maffioletti|19 Dryden Hill|393|8/19/2020|51
Had|Maffioletti|19 Dryden Hill|416|9/24/2020|20450
Had|Maffioletti|19 Dryden Hill|453|01-08-2020|23276
Had|Maffioletti|19 Dryden Hill|489|5/20/2020|27982
Had|Maffioletti|19 Dryden Hill|490|10-03-2020|20691
Had|Maffioletti|19 Dryden Hill|503|11-04-2020|24319
Had|Maffioletti|19 Dryden Hill|592|7/16/2020|25148
Had|Maffioletti|19 Dryden Hill|600|10/30/2020|24881
Had|Maffioletti|19 Dryden Hill|630|2/22/2020|27414
Had|Maffioletti|19 Dryden Hill|638|1/21/2020|21728
Had|Maffioletti|19 Dryden Hill|672|6/15/2020|22405
Had|Maffioletti|19 Dryden Hill|681|4/21/2020|29832
Had|Maffioletti|19 Dryden Hill|690|03-06-2020|23909
Had|Maffioletti|19 Dryden Hill|715|04-11-2020|21593
Had|Maffioletti|19 Dryden Hill|757|03-02-2020|21877
Had|Maffioletti|19 Dryden Hill|813|09-12-2020|25249
Had|Maffioletti|19 Dryden Hill|836|02-06-2020|26988
Had|Maffioletti|19 Dryden Hill|871|9/22/2020|29155
Had|Maffioletti|19 Dryden Hill|880|4/23/2020|24830
Had|Maffioletti|19 Dryden Hill|887|11/16/2019|20090
Had|Maffioletti|19 Dryden Hill|910|12-01-2019|26223
Had|Maffioletti|19 Dryden Hill|927|2/25/2020|25189
Had|Maffioletti|19 Dryden Hill|954|3/13/2020|24502
Had|Maffioletti|19 Dryden Hill|958|7/28/2020|28658
Had|Maffioletti|19 Dryden Hill|962|2/15/2020|27173
Had|Maffioletti|19 Dryden Hill|970|12/14/2019|23166
Had|Maffioletti|19 Dryden Hill|988|12/21/2019|27698
Jeromy|Gallimore|9 Hermina Alley|""|""|""
