CustomerFirstName|CustomerLastName|StreetAddress|PurchaseID|PurchaseDate|PurchaseAmount
Winthrop|Lantaph|92172 Stoughton Court|102|6/16/2020|29312
Winthrop|Lantaph|92172 Stoughton Court|115|03-10-2020|24295
Winthrop|Lantaph|92172 Stoughton Court|137|7/16/2020|25364
Winthrop|Lantaph|92172 Stoughton Court|147|4/25/2020|26316
Winthrop|Lantaph|92172 Stoughton Court|169|3/30/2020|26618
Winthrop|Lantaph|92172 Stoughton Court|233|1/29/2020|21152
Winthrop|Lantaph|92172 Stoughton Court|273|07-06-2020|24388
Winthrop|Lantaph|92172 Stoughton Court|342|7/13/2020|20913
Winthrop|Lantaph|92172 Stoughton Court|349|12/22/2019|21847
Winthrop|Lantaph|92172 Stoughton Court|397|08-06-2020|25711
Winthrop|Lantaph|92172 Stoughton Court|446|9/24/2020|22424
Winthrop|Lantaph|92172 Stoughton Court|511|2/18/2020|25012
Winthrop|Lantaph|92172 Stoughton Court|520|01-08-2020|20835
Winthrop|Lantaph|92172 Stoughton Court|596|02-05-2020|20695
Winthrop|Lantaph|92172 Stoughton Court|613|03-10-2020|21799
Winthrop|Lantaph|92172 Stoughton Court|637|1/30/2020|22017
Winthrop|Lantaph|92172 Stoughton Court|643|9/26/2020|21777
Winthrop|Lantaph|92172 Stoughton Court|656|8/18/2020|24302
Winthrop|Lantaph|92172 Stoughton Court|684|07-11-2020|29358
Winthrop|Lantaph|92172 Stoughton Court|738|04-06-2020|24595
Winthrop|Lantaph|92172 Stoughton Court|744|3/22/2020|21246
Winthrop|Lantaph|92172 Stoughton Court|772|08-09-2020|22561
Winthrop|Lantaph|92172 Stoughton Court|775|5/26/2020|25125
Winthrop|Lantaph|92172 Stoughton Court|776|01-04-2020|24107
Winthrop|Lantaph|92172 Stoughton Court|784|12-03-2019|28037
Winthrop|Lantaph|92172 Stoughton Court|829|1/25/2020|23275
Winthrop|Lantaph|92172 Stoughton Court|893|08-08-2020|21245
Winthrop|Lantaph|92172 Stoughton Court|961|03-09-2020|21716
Winthrop|Lantaph|92172 Stoughton Court|989|11/24/2019|20268
