CustomerFirstName|CustomerLastName|StreetAddress|PurchaseID|PurchaseDate|PurchaseAmount
Shelton|Reddings|78147 Hayes Park|2|10/14/2020|29528
Shelton|Reddings|78147 Hayes Park|6|01-02-2020|27609
Shelton|Reddings|78147 Hayes Park|30|10/28/2020|29339
Shelton|Reddings|78147 Hayes Park|49|2/21/2020|24337
Shelton|Reddings|78147 Hayes Park|52|2/25/2020|28887
Shelton|Reddings|78147 Hayes Park|117|6/17/2020|27003
Shelton|Reddings|78147 Hayes Park|118|7/29/2020|27019
Shelton|Reddings|78147 Hayes Park|199|03-06-2020|20701
Shelton|Reddings|78147 Hayes Park|220|3/16/2020|20970
Shelton|Reddings|78147 Hayes Park|223|5/20/2020|26289
Shelton|Reddings|78147 Hayes Park|257|09-02-2020|23828
Shelton|Reddings|78147 Hayes Park|278|12/22/2019|24971
Shelton|Reddings|78147 Hayes Park|319|10-06-2020|26921
Shelton|Reddings|78147 Hayes Park|330|9/17/2020|24654
Shelton|Reddings|78147 Hayes Park|358|2/17/2020|29936
Shelton|Reddings|78147 Hayes Park|432|06-08-2020|23872
Shelton|Reddings|78147 Hayes Park|458|12-09-2019|20152
Shelton|Reddings|78147 Hayes Park|485|11/28/2019|21605
Shelton|Reddings|78147 Hayes Park|499|04-10-2020|26666
Shelton|Reddings|78147 Hayes Park|562|3/18/2020|29334
Shelton|Reddings|78147 Hayes Park|704|1/30/2020|26001
Shelton|Reddings|78147 Hayes Park|756|07-08-2020|27752
Shelton|Reddings|78147 Hayes Park|761|12/23/2019|29914
Shelton|Reddings|78147 Hayes Park|764|4/16/2020|28516
Shelton|Reddings|78147 Hayes Park|783|01-10-2020|29625
Shelton|Reddings|78147 Hayes Park|825|07-03-2020|29688
Shelton|Reddings|78147 Hayes Park|830|1/30/2020|23097
Shelton|Reddings|78147 Hayes Park|854|5/15/2020|22452
Shelton|Reddings|78147 Hayes Park|886|11-08-2020|23594
Shelton|Reddings|78147 Hayes Park|918|02-10-2020|24730
Shelton|Reddings|78147 Hayes Park|928|12-12-2019|21966
Shelton|Reddings|78147 Hayes Park|946|05-06-2020|29962
Shelton|Reddings|78147 Hayes Park|977|6/26/2020|20266
Shelton|Reddings|78147 Hayes Park|994|05-06-2020|21006
