CustomerFirstName|CustomerLastName|StreetAddress|PurchaseID|PurchaseDate|PurchaseAmount
""|""|""|250|1/18/2020|23389
Paddy|Scamwell|807 Maywood Place|17|10-12-2020|26784
Paddy|Scamwell|807 Maywood Place|41|08-11-2020|29290
Paddy|Scamwell|807 Maywood Place|58|12/16/2019|21222
Paddy|Scamwell|807 Maywood Place|93|6/18/2020|20175
Paddy|Scamwell|807 Maywood Place|132|04-07-2020|26059
Paddy|Scamwell|807 Maywood Place|150|5/17/2020|21309
Paddy|Scamwell|807 Maywood Place|205|03-10-2020|22519
Paddy|Scamwell|807 Maywood Place|207|11-11-2020|26859
Paddy|Scamwell|807 Maywood Place|248|5/26/2020|22868
Paddy|Scamwell|807 Maywood Place|263|10-02-2020|20126
Paddy|Scamwell|807 Maywood Place|264|02-10-2020|27701
Paddy|Scamwell|807 Maywood Place|285|6/20/2020|27660
Paddy|Scamwell|807 Maywood Place|296|08-04-2020|26062
Paddy|Scamwell|807 Maywood Place|335|05-10-2020|23565
Paddy|Scamwell|807 Maywood Place|344|4/26/2020|26182
Paddy|Scamwell|807 Maywood Place|377|09-03-2020|25229
Paddy|Scamwell|807 Maywood Place|389|3/20/2020|24256
Paddy|Scamwell|807 Maywood Place|449|9/23/2020|27428
Paddy|Scamwell|807 Maywood Place|467|11/28/2019|26512
Paddy|Scamwell|807 Maywood Place|472|04-03-2020|21706
Paddy|Scamwell|807 Maywood Place|475|5/20/2020|22426
Paddy|Scamwell|807 Maywood Place|502|12/16/2019|20230
Paddy|Scamwell|807 Maywood Place|551|12-06-2019|22242
Paddy|Scamwell|807 Maywood Place|565|2/21/2020|26788
Paddy|Scamwell|807 Maywood Place|573|3/25/2020|23944
Paddy|Scamwell|807 Maywood Place|617|5/13/2020|20297
Paddy|Scamwell|807 Maywood Place|625|4/22/2020|28090
Paddy|Scamwell|807 Maywood Place|691|07-01-2020|20674
Paddy|Scamwell|807 Maywood Place|710|9/19/2020|24095
Paddy|Scamwell|807 Maywood Place|713|8/29/2020|25623
Paddy|Scamwell|807 Maywood Place|750|11-08-2020|23224
Paddy|Scamwell|807 Maywood Place|787|1/21/2020|26098
Paddy|Scamwell|807 Maywood Place|793|02-06-2020|26678
Paddy|Scamwell|807 Maywood Place|818|06-07-2020|22692
Paddy|Scamwell|807 Maywood Place|833|10/14/2020|28784
Paddy|Scamwell|807 Maywood Place|838|3/23/2020|22236
Paddy|Scamwell|807 Maywood Place|842|9/15/2020|22201
Paddy|Scamwell|807 Maywood Place|852|03-08-2020|29112
Paddy|Scamwell|807 Maywood Place|857|1/14/2020|27783
Paddy|Scamwell|807 Maywood Place|868|8/27/2020|25837
Paddy|Scamwell|807 Maywood Place|981|10/27/2020|29161
Paddy|Scamwell|807 Maywood Place|992|8/19/2020|25631
