CustomerFirstName|CustomerLastName|StreetAddress|PurchaseID|PurchaseDate|PurchaseAmount
Noam|Deelay|9 Browning Court|21|4/21/2020|20117
Noam|Deelay|9 Browning Court|34|9/18/2020|23077
Noam|Deelay|9 Browning Court|68|07-04-2020|29543
Noam|Deelay|9 Browning Court|120|2/17/2020|20686
Noam|Deelay|9 Browning Court|173|06-02-2020|25852
Noam|Deelay|9 Browning Court|186|06-09-2020|28677
Noam|Deelay|9 Browning Court|192|5/16/2020|23897
Noam|Deelay|9 Browning Court|252|7/17/2020|20439
Noam|Deelay|9 Browning Court|336|10/28/2020|22166
Noam|Deelay|9 Browning Court|343|4/16/2020|22237
Noam|Deelay|9 Browning Court|353|12/23/2019|23828
Noam|Deelay|9 Browning Court|390|11/20/2019|27335
Noam|Deelay|9 Browning Court|451|5/22/2020|21048
Noam|Deelay|9 Browning Court|494|9/17/2020|22941
Noam|Deelay|9 Browning Court|498|8/30/2020|20201
Noam|Deelay|9 Browning Court|508|10-06-2020|22703
Noam|Deelay|9 Browning Court|552|1/18/2020|29015
Noam|Deelay|9 Browning Court|564|9/21/2020|21602
Noam|Deelay|9 Browning Court|571|11/29/2019|23858
Noam|Deelay|9 Browning Court|576|12/26/2019|28074
Noam|Deelay|9 Browning Court|584|8/30/2020|20205
Noam|Deelay|9 Browning Court|650|06-04-2020|27268
Noam|Deelay|9 Browning Court|837|01-11-2020|29331
Noam|Deelay|9 Browning Court|839|11-05-2020|29860
Noam|Deelay|9 Browning Court|882|2/13/2020|25801
Noam|Deelay|9 Browning Court|912|03-10-2020|22748
Noam|Deelay|9 Browning Court|957|09-02-2020|27579
Noam|Deelay|9 Browning Court|990|10/15/2020|22593
Noam|Deelay|9 Browning Court|997|5/28/2020|25255
Alexio|Hubbock|093 Village Green Road|""|""|""
